"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00014739","BOSTON, MA US","2000-11-20","7.38"," 1853"," 1850","0.00","0.0","0.0","38","45","30",,"  230","  220","0.0","17.0","21.0",,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2000-11-21","13.42"," 2107"," 2142","0.00","0.0","0.0","38","42","33","    0","  280","  290","0.0","21.9","29.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-11-22","15.43"," 1735"," 1726","0.00","0.0","0.0","34","37","30",,"  300","  270","0.0","21.9","29.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-11-23","12.75"," 0536"," 0538","0.00","0.0","0.0","30","35","25",,"  290","  290","0.0","21.9","28.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-11-24","10.07"," 1104"," 1103","0.00","0.0","0.0","25","30","19",,"  290","  280","0.0","21.0","23.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-11-25","5.59"," 1920"," 1919","0.00","0.0","0.0","26","35","17",,"  180","  160","0.0","10.1","16.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-11-26","12.08"," 1906"," 1840","1.22","0.0","0.0","41","49","32",,"   50","   60","0.0","23.0","29.1","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2000-11-27","11.86"," 1929"," 1929","0.00","0.0","0.0","48","52","43",,"  270","  270","0.0","21.0","25.1","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2000-11-28","9.17"," 0340"," 1924","0.00","0.0","0.0","47","50","43",,"  250","  280","0.0","15.0","21.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-11-29","8.95"," 0920"," 0934","0.02","0.0","0.0","45","49","40",,"  300","  300","0.0","17.0","21.0",,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2000-11-30","11.63"," 1311"," 1310","0.15","0.0","0.0","39","42","36",,"  340","  360","0.0","21.0","25.1","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2000-12-01","13.20"," 1026"," 0953","0.00","0.0","0.0","35","41","28",,"  320","  320","0.0","17.9","23.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-12-02","13.65"," 1755"," 1755","0.00","0.0","0.0","27","31","22",,"  320","  320","0.0","21.0","25.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-12-03","8.72"," 0013"," 0042","0.00","0.0","0.0","27","35","19",,"  310","  310","0.0","15.0","17.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-12-04","7.61"," 0817"," 0811","0.00","0.0","0.0","35","44","25",,"  290","  290","0.0","14.1","17.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-12-05","12.97"," 2208"," 2203","0.00","0.0","0.0","37","48","26",,"  280","  300","0.0","28.0","34.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-12-06","14.99"," 0653"," 0043","0.00","0.0","0.0","27","32","22",,"  280","  270","0.0","28.0","36.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-12-07","13.65"," 1807"," 1839","0.00","0.0","0.0","28","33","22",,"  270","  290","0.0","23.9","31.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-12-08","7.61"," 0132"," 0131","0.00","0.7","1.0","19","22","16",,"  280","  290","0.0","17.0","23.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2000-12-09","9.40"," 1304"," 1302","0.00","0.0","0.0","24","31","17",,"  310","  310","0.0","19.9","23.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-12-10","6.71"," 1803"," 1845","0.00","0.2","0.0","32","34","17",,"  160","  190","0.0","14.1","17.0","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2000-12-11","3.36"," 2345"," 1110","0.06","0.0","0.0","37","41","32",,"  210","  290","0.0","8.9","10.1","    1",,,,,,,"    1",,,,"    1","    1",,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2000-12-12","21.47"," 1501"," 1211","0.02","0.0","0.0","39","54","24",,"  280","  260","0.0","42.9","51.0","    1","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2000-12-13","8.50"," 0134"," 0133","0.00","0.0","0.0","24","29","18",,"  300","  300","0.0","19.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-12-14","10.74"," 2018"," 2018","0.80","1.4","1.0","34","41","27",,"  280","  270","0.0","21.0","25.1","    1",,,"    1",,,,,,,,"    1",,,,,"    1",,,"    1"
"USW00014739","BOSTON, MA US","2000-12-15","9.17"," 0349"," 0245","0.00","0.0","0.0","29","35","23",,"  310","  310","0.0","21.9","29.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-12-16","8.28"," 2129"," 2128","0.11","0.0","0.0","37","44","30",,"  110","  120","0.0","17.0","21.9","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2000-12-17","22.82"," 1808"," 1807","2.67","0.0","0.0","52","64","39",,"  180","  180","0.0","46.1","55.0","    1","    1","    1",,,,,,,,"    1","    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2000-12-18","19.69"," 0111"," 0146","0.01","0.0","0.0","35","40","30",,"  250","  270","0.0","36.0","46.1",,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2000-12-19","7.83"," 2247"," 2310","0.21","0.0","0.0","34","39","28",,"   10","   10","0.0","17.0","19.9","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2000-12-20","18.57"," 1345"," 1308","0.18","0.8","0.0","29","33","25",,"  280","  270","0.0","32.0","40.0","    1",,,,,"    1",,,,,,"    1",,,"    1","    1","    1",,,
"USW00014739","BOSTON, MA US","2000-12-21","8.05"," 0002"," 0006","0.00","0.0","0.0","27","32","22",,"  280","  270","0.0","17.9","21.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-12-22","8.05"," 2313"," 2331","0.00","0.9","0.0","29","32","25",,"  300","  290","0.0","25.1","31.1","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2000-12-23","16.55"," 0242"," 1114","0.00","0.0","0.0","24","30","17",,"  280","  290","0.0","25.1","30.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-12-24","10.29"," 2014"," 2207","0.00","0.0","0.0","27","32","22",,"  250","  270","0.0","19.9","23.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON, MA US","2000-12-25","20.80"," 1541"," 1540","0.00","0.0","0.0","19","28","10",,"  290","  300","0.0","31.1","40.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-12-26","19.91"," 1250"," 1223","0.00","0.0","0.0","18","27","8",,"  280","  300","0.0","31.1","42.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-12-27","17.00"," 1224"," 1222","0.00","0.0","0.0","27","32","21",,"  280","  290","0.0","30.0","36.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-12-28","16.11"," 1818"," 1625","0.00","0.0","0.0","21","24","18",,"  290","  280","0.0","21.9","29.1",,,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON, MA US","2000-12-29","9.17"," 0011"," 0158","0.00","0.0","0.0","26","33","19",,"  310","  310","0.0","17.9","21.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2000-12-30","16.78"," 1653"," 1652","0.61","0.0","0.0","30","39","21",,"   90","  100","0.0","42.9","47.0","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2000-12-31","20.80"," 2148"," 2138","0.00","0.5","0.0","29","32","25",,"  270","  270","0.0","29.1","38.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2001-01-01","14.54"," 0340"," 0357","0.00","0.0","0.0","29","35","22",,"  270","  270","0.0","23.9","29.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-01-02","11.86"," 1818"," 1645","0.00","0.0","0.0","25","30","19",,"  320","  310","0.0","19.9","23.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-01-03","8.95"," 0526"," 0214","0.00","0.0","0.0","25","32","18",,"  280","  280","0.0","16.1","19.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-01-04","12.08"," 1503"," 1446","0.00","0.0","0.0","28","34","22",,"  250","  240","0.0","21.0","23.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-01-05","7.38"," 0012"," 2359","0.00","1.0","0.0","29","38","20",,"  280","  270","0.0","13.0","16.1","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2001-01-06","10.96"," 1614"," 1519","0.28","2.0","0.0","33","36","29",,"  310","  310","0.0","17.9","23.9","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2001-01-07","9.17"," 0655"," 0213","0.00","0.0","1.0","32","36","27",,"  270","  280","0.0","17.0","21.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-01-08","4.70"," 2207"," 2238","0.04","0.0","1.0","33","39","26",,"  360","   20","0.0","10.1","13.0","    1",,,,,,,"    1",,,,"    1",,,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2001-01-09","11.86"," 2243"," 2346","0.04","1.8","1.0","28","33","23",,"  270","  260","0.0","21.0","25.9","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2001-01-10","15.43"," 0524"," 0523","0.00","0.0","2.0","20","27","12",,"  320","  320","0.0","28.0","33.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-01-11","11.63"," 1621"," 1812","0.00","0.0","1.0","30","40","19",,"  270","  270","0.0","21.0","23.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-01-12","8.28"," 0901"," 0858","0.00","0.0","0.0","28","33","23",,"  320","  300","0.0","19.9","23.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-01-13","6.71"," 2203"," 2156","0.00","0.0","0.0","28","36","20",,"  230","  230","0.0","12.1","14.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-01-14","7.38"," 0806"," 0801","0.00","0.0","0.0","36","43","29",,"  270","  270","0.0","14.1","17.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-01-15","12.30"," 0943"," 0808","0.33","0.4","0.0","32","38","25",,"   90","   70","0.0","19.9","23.9","    1",,,,,"    1",,,,,,"    1","    1","    1","    1",,"    1",,,
"USW00014739","BOSTON, MA US","2001-01-16","9.40"," 1906"," 1905","0.00","0.0","0.0","33","41","25",,"  260","  250","0.0","21.9","29.1","    1",,,,,,,,,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2001-01-17","13.20"," 1515"," 1820","0.00","0.0","0.0","36","41","30",,"  270","  280","0.0","23.0","31.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-01-18","6.93"," 1855"," 1935","0.00","0.0","0.0","27","32","21",,"  200","  170","0.0","15.0","17.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON, MA US","2001-01-19","5.59"," 1534"," 1536","0.34","0.0","0.0","34","37","30",,"   10","   10","0.0","14.1","15.0","    1",,,,,,,,,,,"    1",,,"    1",,"    1","    1",,
"USW00014739","BOSTON, MA US","2001-01-20","12.97"," 2201"," 2201","0.01","0.8","0.0","30","35","25",,"   30","   40","0.0","23.0","28.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2001-01-21","17.00"," 0725"," 0724","0.05","6.4","3.0","25","29","20",,"  340","  340","0.0","25.9","34.9","    1","    1",,,,,,,,,,"    1",,,,,"    1",,,"    1"
"USW00014739","BOSTON, MA US","2001-01-22","8.50"," 0925"," 1729","0.00","0.0","7.0","26","33","19",,"  290","  260","0.0","14.1","17.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-01-23","8.50"," 1530"," 2021","0.00","0.0","4.0","29","37","20",,"  210","  250","0.0","16.1","17.9","    1",,,,,,,,,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2001-01-24","7.61"," 0843"," 2137","0.00","0.0","3.0","33","39","27",,"  320","  280","0.0","14.1","17.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-01-25","9.17"," 2245"," 2245","0.00","0.0","2.0","33","39","27",,"  320","  320","0.0","17.0","21.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-01-26","8.72"," 0955"," 0959","0.00","0.0","2.0","28","35","21",,"  310","  320","0.0","16.1","17.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-01-27","10.51"," 2336"," 2314","0.00","0.0","1.0","32","36","27",,"  300","  290","0.0","17.9","23.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2001-01-28","13.20"," 1103"," 1003","0.00","0.0","1.0","32","36","27",,"  290","  300","0.0","19.9","25.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-01-29","9.17"," 2220"," 2301","0.00","0.0","0.0","29","35","23",,"  230","  230","0.0","17.9","21.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-01-30","10.07"," 1515"," 1504","0.42","0.0","0.0","35","42","28",,"  110","  100","0.0","23.9","29.1","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2001-01-31","9.62"," 1804"," 1803","0.07","0.0","0.0","38","44","32",,"  290","  300","0.0","23.0","25.9","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2001-02-01","10.74"," 1216"," 1346","0.00","0.0","0.0","38","46","29",,"  280","  290","0.0","21.0","25.9","    1",,,,,,,,,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2001-02-02","6.71"," 2358"," 2357","0.00","0.0","0.0","33","36","29",,"  270","  260","0.0","21.0","25.1","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2001-02-03","16.33"," 0201"," 0154","0.00","0.0","0.0","29","34","23",,"  280","  280","0.0","28.0","33.1",,,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON, MA US","2001-02-04","6.71"," 1815"," 1814","0.00","0.0","0.0","26","32","19",,"  190","  190","0.0","14.1","16.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-02-05","15.66"," 2116"," 2124","0.61","2.9","0.0","33","39","27",,"  360","  360","0.0","34.9","38.9","    1",,,"    1",,,,,,,,"    1",,,"    1",,"    1",,,"    1"
"USW00014739","BOSTON, MA US","2001-02-06","17.00"," 1549"," 1549","0.05","0.8","4.0","38","45","30",,"  280","  280","0.0","21.0","33.1","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2001-02-07","13.20"," 1327"," 1358","0.00","0.0","3.0","38","41","34",,"  270","  290","0.0","25.9","30.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-02-08","9.62"," 1110"," 1110","0.19","1.9","3.0","34","37","31",,"  280","  280","0.0","19.9","23.9","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2001-02-09","8.05"," 2152"," 2207","0.07","0.0","4.0","40","48","32",,"  210","  220","0.0","21.0","23.0","    1",,,"    1",,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2001-02-10","22.59"," 1108"," 1108","0.01","0.0","0.0","38","52","24",,"  270","  280","0.0","40.0","51.9",,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2001-02-11","21.03"," 1506"," 1426","0.00","0.0","0.0","20","25","14",,"  300","  300","0.0","33.1","40.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-02-12","10.07"," 0036"," 0034","0.00","0.0","0.0","19","28","10",,"  290","  300","0.0","21.9","29.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-02-13","8.95"," 1243"," 1243","0.00","0.1","0.0","36","46","26",,"  290","  290","0.0","21.0","25.1","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2001-02-14","10.29"," 1423"," 1422","0.05","0.0","0.0","35","44","25",,"  200","  190","0.0","21.0","25.1","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2001-02-15","12.30"," 0903"," 0903","0.00","0.0","0.0","37","43","30",,"  330","  330","0.0","25.1","31.1",,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2001-02-16","6.04"," 1305"," 1303","0.10","0.3","0.0","33","40","26",,"  220","  200","0.0","16.1","19.9","    1",,,"    1",,,,,,,,"    1","    1",,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2001-02-17","17.22"," 1249"," 1246","0.01","0.0","0.0","29","39","18",,"  290","  290","0.0","36.0","45.0","    1",,,,,,,,,,,"    1",,,"    1",,,"    1",,
"USW00014739","BOSTON, MA US","2001-02-18","12.97"," 0034"," 0007","0.00","0.0","0.0","21","29","13",,"  300","  330","0.0","23.9","32.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-02-19","15.21"," 1345"," 1323","0.00","0.0","0.0","30","39","21",,"  230","  230","0.0","25.1","31.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-02-20","12.30"," 1412"," 1412","0.00","0.0","0.0","45","54","36",,"  220","  220","0.0","21.9","25.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-02-21","18.34"," 1704"," 1322","0.00","0.0","0.0","31","42","19",,"  290","  280","0.0","30.0","46.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-02-22","7.83"," 2028"," 0009","0.01","0.6","0.0","18","23","12",,"  180","  310","0.0","17.9","21.9","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2001-02-23","11.18"," 1833"," 1831","0.03","2.7","3.0","29","37","20",,"  290","  300","0.0","23.9","36.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2001-02-24","12.08"," 0759"," 0759","0.00","0.0","0.0","27","32","22",,"  330","  340","0.0","23.0","30.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-02-25","8.95"," 0944"," 1057","0.24","0.4","0.0","36","46","25",,"  130","  140","0.0","17.9","21.0","    1",,,"    1",,"    1",,,,,,"    1",,,"    1","    1","    1",,,"    1"
"USW00014739","BOSTON, MA US","2001-02-26","14.99"," 1630"," 1628","0.00","0.0","0.0","39","45","33",,"  320","  310","0.0","23.9","30.0","    1",,,,,,,,,,,"    1",,,,,,,,
"USW00014739","BOSTON, MA US","2001-02-27","12.30"," 1710"," 1636","0.00","0.0","0.0","36","43","29",,"  280","  270","0.0","23.0","29.1",,,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON, MA US","2001-02-28","13.42"," 1419"," 1419","0.00","0.1","0.0","27","32","22",,"  270","  260","0.0","21.9","28.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00014739","BOSTON, MA US","2001-03-01","10.29"," 1425"," 1425","0.00","0.1","0.0","24","30","17",,"  250","  240","0.0","23.0","28.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2001-03-02","5.59"," 1252"," 1304","0.00","0.2","0.0","23","28","17",,"   60","   50","0.0","10.1","13.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2001-03-03","10.51"," 1607"," 1538","0.00","1.3","0.0","26","30","21",,"   40","   40","0.0","16.1","19.9","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2001-03-04","12.08"," 2259"," 2301","0.00","0.3","1.0","26","30","22",,"   70","   70","0.0","17.9","23.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2001-03-05","18.79"," 2308"," 2307","0.90","2.7","1.0","32","34","30",,"   40","   40","0.0","33.1","40.9","    1","    1",,"    1",,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2001-03-06","24.83"," 1004"," 1742","0.35","6.2","5.0","31","33","29","    0","   30","   30","0.0","34.9","40.0","    1","    1",,"    1",,,,,"    1",,,"    1",,,,,"    1",,,"    1"
"USW00014739","BOSTON, MA US","2001-03-07","12.75"," 0048"," 0337","0.00","0.9","10.0","30","32","27",,"   10","  360","0.0","23.0","28.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2001-03-08","8.05"," 1657"," 1941","0.00","0.0","9.0","29","36","22",,"  120","  160","0.0","15.0","23.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-03-09","12.30"," 1526"," 1526","0.12","1.7","8.0","33","37","29","    0","   90","   90","0.0","23.9","28.0","    1","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2001-03-10","16.78"," 1134"," 1201","0.01","3.6","12.0","36","42","30",,"  310","  300","0.0","28.0","34.9","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2001-03-11","15.43"," 2041"," 2135","0.00","0.0","7.0","0","46","28",,"  270","  270","0.0","28.0","33.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-03-12","10.74"," 0744"," 0744","0.00","0.0","6.0","0","39","28","    0","  290","  290","0.0","21.9","28.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-03-13","12.97",,,"0.70","0.0","4.0",,"39","30",,,,"0.0",,,"    1",,,"    1",,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2001-03-14","10.51",,,"0.00","0.0","3.0",,"45","35",,,,"0.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-03-15","14.09"," 1517"," 1517","0.00","0.0","2.0","43","50","36",,"  240","  250","0.0","25.1","28.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-03-16","8.28"," 0841"," 0934","0.00","0.0","0.0","44","51","36",,"  320","  290","0.0","17.0","21.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-03-17","9.17"," 1726"," 1548","0.00","0.0","0.0","37","40","33",,"  110","  110","0.0","15.0","17.0",,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2001-03-18","12.75"," 1928"," 1928","0.07","0.0","0.0","41","47","34",,"  320","  320","0.0","28.0","32.0","    1",,,,,,,,,,,"    1",,,"    1",,,"    1",,
"USW00014739","BOSTON, MA US","2001-03-19","12.30"," 2356"," 2355","0.00","0.0","0.0","43","50","35",,"  320","  320","0.0","19.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-03-20","8.50"," 1556"," 1555","0.00","0.0","0.0","42","48","35",,"  130","  130","0.0","15.0","17.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-03-21","13.65"," 2355"," 2359","0.41","0.0","0.0","39","44","34",,"   60","   60","0.0","31.1","36.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2001-03-22","24.16"," 0925"," 0925","2.59","0.0","0.0","40","43","36",,"   80","   90","0.0","38.9","46.1","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014739","BOSTON, MA US","2001-03-23","18.12"," 1820"," 1523","0.10","0.1","0.0","38","43","33",,"  300","  300","0.0","28.0","34.9","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2001-03-24","18.34"," 1246"," 1245","0.03","0.0","0.0","44","51","37",,"  250","  260","0.0","31.1","36.9",,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2001-03-25","13.65"," 0700"," 0712","0.00","0.0","0.0","37","43","31",,"  260","  260","0.0","23.9","29.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-03-26","6.49"," 1426"," 1355","0.10","1.8","0.0","34","39","28",,"  150","  130","0.0","15.0","17.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,"    1"
"USW00014739","BOSTON, MA US","2001-03-27","14.76"," 1433"," 1749","0.01","0.3","2.0","31","37","25",,"  270","  290","0.0","23.9","28.0","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014739","BOSTON, MA US","2001-03-28","13.20"," 0650"," 0740","0.00","0.0","0.0","39","46","31",,"  270","  300","0.0","19.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-03-29","8.72"," 1410"," 1531","0.00","0.0","0.0","37","44","30",,"  100","  110","0.0","17.0","17.9",,,,,,,,,,,,,,,"    1",,,,,
"USW00014739","BOSTON, MA US","2001-03-30","24.61"," 1657"," 1656","2.18","0.0","0.0","37","39","34",,"   50","   60","0.0","45.0","55.9","    1",,,,,,,,,,"    1","    1","    1",,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2001-03-31","11.63"," 0001"," 0001","0.00","0.0","0.0","39","43","35",,"  350","  350","0.0","19.9","25.1","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","2001-04-01","12.08"," 2110"," 2103","0.00","0.0","0.0","35","36","33",,"   10","   20","0.0","17.0","21.0",,,,,,,,,,,,,"    1",,"    1",,"    1",,,
"USW00014739","BOSTON, MA US","2001-04-02","10.51"," 0328"," 0337","0.00","0.0","0.0","37","41","32",,"  350","   10","0.0","17.9","23.0",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-04-03","9.40"," 1259"," 1156","0.00","0.0","0.0","41","49","32",,"  350","  290","0.0","17.9","21.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-04-04","9.40"," 1701"," 2058","0.00","0.0","0.0","41","47","34",,"  110","  220","0.0","15.0","17.9",,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","2001-04-05","10.29"," 1057"," 1046","0.00","0.0","0.0","47","56","37",,"  330","  360","0.0","21.0","23.9",,,,,,,,,,,,,,,,,,,,
