Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
10/21/2019,AQS,261619991,1,0.03,ppm,28,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/22/2019,AQS,261619991,1,0.025,ppm,23,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/23/2019,AQS,261619991,1,0.033,ppm,31,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/24/2019,AQS,261619991,1,0.031,ppm,29,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/25/2019,AQS,261619991,1,0.023,ppm,21,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/26/2019,AQS,261619991,1,0.025,ppm,23,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/27/2019,AQS,261619991,1,0.032,ppm,30,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/28/2019,AQS,261619991,1,0.04,ppm,37,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/29/2019,AQS,261619991,1,0.018,ppm,17,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/30/2019,AQS,261619991,1,0.019,ppm,18,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
10/31/2019,AQS,261619991,1,0.025,ppm,23,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/01/2019,AQS,261619991,1,0.023,ppm,21,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/02/2019,AQS,261619991,1,0.026,ppm,24,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/03/2019,AQS,261619991,1,0.027,ppm,25,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/04/2019,AQS,261619991,1,0.029,ppm,27,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/05/2019,AQS,261619991,1,0.031,ppm,29,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/06/2019,AQS,261619991,1,0.024,ppm,22,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/07/2019,AQS,261619991,1,0.034,ppm,31,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/08/2019,AQS,261619991,1,0.03,ppm,28,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/09/2019,AQS,261619991,1,0.025,ppm,23,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/10/2019,AQS,261619991,1,0.026,ppm,24,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/11/2019,AQS,261619991,1,0.033,ppm,31,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/12/2019,AQS,261619991,1,0.034,ppm,31,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/13/2019,AQS,261619991,1,0.03,ppm,28,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/14/2019,AQS,261619991,1,0.025,ppm,23,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/15/2019,AQS,261619991,1,0.024,ppm,22,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/16/2019,AQS,261619991,1,0.034,ppm,31,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/17/2019,AQS,261619991,1,0.031,ppm,29,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/18/2019,AQS,261619991,1,0.029,ppm,27,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/19/2019,AQS,261619991,1,0.011,ppm,10,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/20/2019,AQS,261619991,1,0.015,ppm,14,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/21/2019,AQS,261619991,1,0.022,ppm,20,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/22/2019,AQS,261619991,1,0.027,ppm,25,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/23/2019,AQS,261619991,1,0.019,ppm,18,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/24/2019,AQS,261619991,1,0.024,ppm,22,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/25/2019,AQS,261619991,1,0.018,ppm,17,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/26/2019,AQS,261619991,1,0.024,ppm,22,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/27/2019,AQS,261619991,1,0.024,ppm,22,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/28/2019,AQS,261619991,1,0.025,ppm,23,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/29/2019,AQS,261619991,1,0.027,ppm,25,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
11/30/2019,AQS,261619991,1,0.023,ppm,21,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/01/2019,AQS,261619991,1,0.023,ppm,21,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/02/2019,AQS,261619991,1,0.034,ppm,31,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/03/2019,AQS,261619991,1,0.026,ppm,24,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/04/2019,AQS,261619991,1,0.029,ppm,27,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/05/2019,AQS,261619991,1,0.03,ppm,28,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/06/2019,AQS,261619991,1,0.03,ppm,28,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/07/2019,AQS,261619991,1,0.027,ppm,25,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/08/2019,AQS,261619991,1,0.027,ppm,25,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/09/2019,AQS,261619991,1,0.024,ppm,22,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/10/2019,AQS,261619991,1,0.034,ppm,31,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/11/2019,AQS,261619991,1,0.032,ppm,30,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/12/2019,AQS,261619991,1,0.018,ppm,17,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/13/2019,AQS,261619991,1,0.016,ppm,15,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/14/2019,AQS,261619991,1,0.021,ppm,19,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/15/2019,AQS,261619991,1,0.027,ppm,25,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/16/2019,AQS,261619991,1,0.022,ppm,20,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/17/2019,AQS,261619991,1,0.033,ppm,31,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/18/2019,AQS,261619991,1,0.035,ppm,32,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/19/2019,AQS,261619991,1,0.03,ppm,28,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/20/2019,AQS,261619991,1,0.026,ppm,24,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/21/2019,AQS,261619991,1,0.027,ppm,25,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/22/2019,AQS,261619991,1,0.04,ppm,37,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/23/2019,AQS,261619991,1,0.037,ppm,34,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/24/2019,AQS,261619991,1,0.024,ppm,22,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/25/2019,AQS,261619991,1,0.024,ppm,22,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/26/2019,AQS,261619991,1,0.02,ppm,19,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/27/2019,AQS,261619991,1,0.023,ppm,21,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/28/2019,AQS,261619991,1,0.02,ppm,19,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/29/2019,AQS,261619991,1,0.014,ppm,13,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/30/2019,AQS,261619991,1,0.028,ppm,26,Ann Arbor,17,100,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
12/31/2019,AirNow,261619991,1,0.027,ppm,25,Ann Arbor,19,79,44201,Ozone,11460,"Ann Arbor, MI",26,Michigan,161,Washtenaw,42.4166360009395,-83.902185
